Profit,Age,Purchase History,Customer Segment,Property Value
547.28,53,57,Affluent Customer,9
152.55,53,57,Affluent Customer,9
827.16,53,57,Affluent Customer,9
72.6,53,57,Affluent Customer,9
812.44,53,57,Affluent Customer,9
471.6,53,57,Affluent Customer,9
834.94,63,19,Mass Customer,6
445.21,63,19,Mass Customer,6
745.94,63,19,Mass Customer,6
448.68,63,19,Mass Customer,6
209.84,23,33,Mass Customer,5
434.14,23,33,Mass Customer,5
1230.27,23,33,Mass Customer,5
450.77,23,33,Mass Customer,5
908.77,23,33,Mass Customer,5
152.55,23,33,Mass Customer,5
25.02,23,33,Mass Customer,5
64.51,35,34,Mass Customer,11
152.55,35,34,Mass Customer,11
1531.93,47,32,Mass Customer,11
110.81,47,32,Mass Customer,11
129.01,47,32,Mass Customer,11
374.09,47,32,Mass Customer,11
1617.3,47,32,Mass Customer,11
1702.55,47,32,Mass Customer,11
139.23,39,69,Mass Customer,8
1230.3,39,69,Mass Customer,8
617.67,39,69,Mass Customer,8
91.15,39,69,Mass Customer,8
1305.25,39,69,Mass Customer,8
1295.43,25,41,Mass Customer,7
70.92,25,41,Mass Customer,7
139.23,25,41,Mass Customer,7
75.14,25,41,Mass Customer,7
195.34,25,41,Mass Customer,7
448.68,25,41,Mass Customer,7
4.8,37,6,Affluent Customer,7
1305.25,37,6,Affluent Customer,7
1134.8,37,6,Affluent Customer,7
227.26,37,6,Affluent Customer,7
583.27,55,36,Mass Customer,9
195.34,55,36,Mass Customer,9
1069.55,55,36,Mass Customer,9
573.45,55,36,Mass Customer,9
1230.3,55,36,Mass Customer,9
144.26,55,36,Mass Customer,9
812.44,55,36,Mass Customer,9
1630.25,55,36,Mass Customer,9
1531.93,39,5,Mass Customer,12
583.27,39,5,Mass Customer,12
1702.55,43,73,Mass Customer,8
15.08,43,73,Mass Customer,8
133.38,43,73,Mass Customer,8
1279.4,43,73,Mass Customer,8
1702.55,43,73,Mass Customer,8
691.01,43,73,Mass Customer,8
114.93,43,73,Mass Customer,8
135.85,62,90,Mass Customer,8
573.45,62,90,Mass Customer,8
15.08,62,90,Mass Customer,8
209.84,62,90,Mass Customer,8
155.65,62,90,Mass Customer,8
167.21,62,90,Mass Customer,8
309.81,35,4,Mass Customer,10
583.27,35,4,Mass Customer,10
195.34,35,4,Mass Customer,10
90.1,41,23,Mass Customer,11
25.02,41,23,Mass Customer,11
1702.55,41,23,Mass Customer,11
737.57,41,23,Mass Customer,11
547.28,41,23,Mass Customer,11
139.23,46,97,Affluent Customer,8
110.81,46,97,Affluent Customer,8
43.97,46,97,Affluent Customer,8
198.22,46,97,Affluent Customer,8
827.16,36,99,Affluent Customer,6
1295.43,36,99,Affluent Customer,6
456.45,36,99,Affluent Customer,6
201.35,36,99,Affluent Customer,6
1069.55,36,99,Affluent Customer,6
834.94,36,99,Affluent Customer,6
583.27,33,90,Affluent Customer,10
709.34,33,90,Affluent Customer,10
451.65,33,90,Affluent Customer,10
1103.43,33,90,Affluent Customer,10
72.6,33,90,Affluent Customer,10
15.08,33,90,Affluent Customer,10
1544.61,56,5,Mass Customer,11
1069.55,56,5,Mass Customer,11
459.46,44,49,Mass Customer,10
448.68,41,90,Mass Customer,10
143.36,41,90,Mass Customer,10
737.57,41,90,Mass Customer,10
1134.8,44,58,High Net Worth,10
144.26,44,58,High Net Worth,10
198.22,21,55,Affluent Customer,4
128.46,21,55,Affluent Customer,4
459.46,21,55,Affluent Customer,4
75.48,36,61,Mass Customer,10
400.65,36,61,Mass Customer,10
451.65,36,61,Mass Customer,10
1069.55,36,61,Mass Customer,10
745.94,36,61,Mass Customer,10
1702.55,36,61,Mass Customer,10
512.33,36,61,Mass Customer,10
155.65,36,61,Mass Customer,10
1344.33,36,61,Mass Customer,10
641.64,65,54,Affluent Customer,4
133.78,65,54,Affluent Customer,4
1806.79,65,54,Affluent Customer,4
357.74,65,54,Affluent Customer,4
830.24,65,54,Affluent Customer,4
64.93,65,54,Affluent Customer,4
25.02,65,54,Affluent Customer,4
709.34,65,54,Affluent Customer,4
110.81,51,95,High Net Worth,6
1344.33,51,95,High Net Worth,6
921.46,51,95,High Net Worth,6
110.56,51,95,High Net Worth,6
1660.88,51,95,High Net Worth,6
693.76,51,95,High Net Worth,6
745.94,51,95,High Net Worth,6
691.01,51,95,High Net Worth,6
144.26,51,95,High Net Worth,6
75.48,63,20,High Net Worth,9
110.81,63,20,High Net Worth,9
509.97,63,20,High Net Worth,9
374.09,45,80,High Net Worth,8
41.13,45,80,High Net Worth,8
451.65,45,80,High Net Worth,8
1028.76,45,80,High Net Worth,8
573.45,50,62,Mass Customer,11
1806.79,50,62,Mass Customer,11
145.94,50,62,Mass Customer,11
691.01,50,62,Mass Customer,11
195.34,50,62,Mass Customer,11
201.35,50,62,Mass Customer,11
400.65,50,62,Mass Customer,11
1617.3,50,62,Mass Customer,11
531.96,50,62,Mass Customer,11
434.14,32,54,Affluent Customer,4
198.29,32,54,Affluent Customer,4
573.45,32,54,Affluent Customer,4
448.68,32,54,Affluent Customer,4
209.84,32,54,Affluent Customer,4
217.51,32,54,Affluent Customer,4
908.77,32,54,Affluent Customer,4
195.34,32,54,Affluent Customer,4
167.21,23,99,Affluent Customer,8
1702.55,23,99,Affluent Customer,8
1544.61,23,99,Affluent Customer,8
445.21,23,99,Affluent Customer,8
144.26,23,99,Affluent Customer,8
199.1,23,99,Affluent Customer,8
195.34,23,99,Affluent Customer,8
1702.55,23,99,Affluent Customer,8
448.68,23,99,Affluent Customer,8
110.81,31,93,Mass Customer,9
189.28,31,93,Mass Customer,9
14.23,31,93,Mass Customer,9
1544.61,31,93,Mass Customer,9
129.01,31,93,Mass Customer,9
817.36,31,93,Mass Customer,9
1279.4,31,93,Mass Customer,9
908.77,31,93,Mass Customer,9
1617.3,31,93,Mass Customer,9
1531.93,31,93,Mass Customer,9
617.67,45,36,Affluent Customer,11
129.01,45,36,Affluent Customer,11
139.23,45,36,Affluent Customer,11
709.34,45,36,Affluent Customer,11
797.61,45,36,Affluent Customer,11
64.51,28,39,Mass Customer,8
1617.3,28,39,Mass Customer,8
128.46,28,39,Mass Customer,8
908.77,28,39,Mass Customer,8
921.46,28,39,Mass Customer,8
75.48,31,25,High Net Worth,5
64.93,31,25,High Net Worth,5
114.93,31,25,High Net Worth,5
189.28,31,25,High Net Worth,5
817.36,31,25,High Net Worth,5
64.51,31,25,High Net Worth,5
128.46,31,25,High Net Worth,5
1630.25,31,25,High Net Worth,5
198.22,31,25,High Net Worth,5
309.81,31,25,High Net Worth,5
357.74,31,25,High Net Worth,5
434.14,31,25,High Net Worth,5
771.12,53,2,Affluent Customer,7
1230.3,53,2,Affluent Customer,7
110.56,53,2,Affluent Customer,7
72.6,53,2,Affluent Customer,7
693.76,54,23,High Net Worth,9
110.81,54,23,High Net Worth,9
1010.02,54,23,High Net Worth,9
1055.82,49,16,Affluent Customer,8
908.77,49,16,Affluent Customer,8
64.51,49,16,Affluent Customer,8
1103.43,49,16,Affluent Customer,8
4.8,49,16,Affluent Customer,8
1010.02,49,16,Affluent Customer,8
75.75,49,16,Affluent Customer,8
573.45,38,49,Mass Customer,1
400.65,38,49,Mass Customer,1
445.21,38,49,Mass Customer,1
872.89,38,49,Mass Customer,1
143.36,38,49,Mass Customer,1
547.28,38,49,Mass Customer,1
1344.33,28,99,Affluent Customer,4
114.93,28,99,Affluent Customer,4
1305.25,28,99,Affluent Customer,4
817.36,28,99,Affluent Customer,4
812.44,28,99,Affluent Customer,4
1010.02,28,99,Affluent Customer,4
133.78,28,99,Affluent Customer,4
75.14,23,7,Affluent Customer,10
691.01,23,7,Affluent Customer,10
35.13,23,7,Affluent Customer,10
431.33,23,7,Affluent Customer,10
1279.4,23,7,Affluent Customer,10
802.26,23,7,Affluent Customer,10
41.13,49,40,High Net Worth,1
509.97,49,40,High Net Worth,1
1630.25,49,40,High Net Worth,1
152.55,41,80,Mass Customer,5
1055.82,41,80,Mass Customer,5
812.44,41,80,Mass Customer,5
450.77,41,80,Mass Customer,5
70.92,41,80,Mass Customer,5
152.55,41,80,Mass Customer,5
872.89,41,80,Mass Customer,5
75.48,46,46,Mass Customer,7
509.97,46,46,Mass Customer,7
509.97,46,46,Mass Customer,7
1134.8,46,46,Mass Customer,7
72.6,46,46,Mass Customer,7
41.13,46,46,Mass Customer,7
1344.33,66,97,Mass Customer,10
802.26,66,97,Mass Customer,10
144.26,66,97,Mass Customer,10
374.09,66,97,Mass Customer,10
110.56,66,97,Mass Customer,10
309.81,66,97,Mass Customer,10
133.38,66,97,Mass Customer,10
903.11,45,54,High Net Worth,11
693.76,45,54,High Net Worth,11
139.23,45,54,High Net Worth,11
25.02,45,54,High Net Worth,11
133.78,45,54,High Net Worth,11
771.12,45,54,High Net Worth,11
1230.27,39,73,Affluent Customer,4
209.84,39,73,Affluent Customer,4
1702.55,39,73,Affluent Customer,4
1134.8,39,73,Affluent Customer,4
1230.3,39,73,Affluent Customer,4
114.93,41,42,Affluent Customer,9
450.77,41,42,Affluent Customer,9
4.8,41,42,Affluent Customer,9
133.78,41,42,Affluent Customer,9
834.94,60,22,Affluent Customer,7
451.65,42,2,Mass Customer,6
583.27,42,2,Mass Customer,6
35.13,42,2,Mass Customer,6
459.46,42,2,Mass Customer,6
182.81,56,13,Mass Customer,7
445.21,56,13,Mass Customer,7
195.34,56,13,Mass Customer,7
771.12,56,13,Mass Customer,7
1134.8,56,13,Mass Customer,7
1069.55,46,4,Affluent Customer,5
1028.76,46,4,Affluent Customer,5
509.97,46,4,Affluent Customer,5
797.61,62,34,Mass Customer,9
1702.55,62,34,Mass Customer,9
1702.55,62,34,Mass Customer,9
1702.55,62,34,Mass Customer,9
1630.25,62,34,Mass Customer,9
617.67,62,34,Mass Customer,9
1702.55,62,34,Mass Customer,9
128.46,54,90,High Net Worth,8
25.02,54,90,High Net Worth,8
91.15,54,90,High Net Worth,8
830.24,54,90,High Net Worth,8
75.75,54,90,High Net Worth,8
693.76,54,90,High Net Worth,8
198.22,54,90,High Net Worth,8
1702.55,54,90,High Net Worth,8
64.93,43,32,High Net Worth,12
133.78,43,32,High Net Worth,12
14.23,43,32,High Net Worth,12
908.77,43,32,High Net Worth,12
209.84,43,32,High Net Worth,12
35.13,43,32,High Net Worth,12
1592.19,43,32,High Net Worth,12
450.77,43,32,High Net Worth,12
512.33,43,32,High Net Worth,12
1544.61,39,82,Mass Customer,7
374.09,39,82,Mass Customer,7
110.81,39,82,Mass Customer,7
802.26,39,82,Mass Customer,7
1592.19,39,82,Mass Customer,7
374.09,39,82,Mass Customer,7
1103.43,39,82,Mass Customer,7
908.77,39,82,Mass Customer,7
129.01,39,82,Mass Customer,7
198.29,42,61,Mass Customer,8
198.29,42,61,Mass Customer,8
709.34,42,61,Mass Customer,8
1544.61,42,61,Mass Customer,8
167.21,63,7,Affluent Customer,2
1295.43,63,7,Affluent Customer,2
1702.55,63,7,Affluent Customer,2
1103.43,63,7,Affluent Customer,2
1544.61,63,7,Affluent Customer,2
57.73,63,7,Affluent Customer,2
509.97,63,7,Affluent Customer,2
471.6,63,7,Affluent Customer,2
431.33,63,7,Affluent Customer,2
817.36,54,45,Mass Customer,9
143.36,54,45,Mass Customer,9
400.65,54,45,Mass Customer,9
812.44,54,45,Mass Customer,9
209.84,54,45,Mass Customer,9
431.33,54,45,Mass Customer,9
1617.3,54,45,Mass Customer,9
189.28,54,45,Mass Customer,9
771.12,57,38,Affluent Customer,5
114.93,57,38,Affluent Customer,5
512.33,57,38,Affluent Customer,5
512.33,56,71,Mass Customer,11
431.33,56,71,Mass Customer,11
531.96,56,71,Mass Customer,11
357.74,56,71,Mass Customer,11
15.08,56,71,Mass Customer,11
1295.43,44,56,Mass Customer,10
1592.19,44,56,Mass Customer,10
129.01,44,56,Mass Customer,10
709.34,44,56,Mass Customer,10
1230.27,44,56,Mass Customer,10
227.26,44,56,Mass Customer,10
641.64,44,56,Mass Customer,10
509.97,44,56,Mass Customer,10
75.48,62,18,Mass Customer,9
90.1,62,18,Mass Customer,9
35.13,62,18,Mass Customer,9
817.36,62,18,Mass Customer,9
57.73,62,18,Mass Customer,9
139.23,62,18,Mass Customer,9
167.21,62,18,Mass Customer,9
448.68,62,18,Mass Customer,9
357.74,62,18,Mass Customer,9
1702.55,66,98,Mass Customer,9
167.21,66,98,Mass Customer,9
641.64,66,98,Mass Customer,9
1305.25,66,98,Mass Customer,9
921.46,26,9,Mass Customer,8
199.1,26,9,Mass Customer,8
693.76,26,9,Mass Customer,8
771.12,26,57,High Net Worth,7
110.56,26,57,High Net Worth,7
1279.4,26,57,High Net Worth,7
709.34,26,57,High Net Worth,7
471.6,26,57,High Net Worth,7
512.33,63,9,Affluent Customer,11
133.78,63,9,Affluent Customer,11
709.34,63,9,Affluent Customer,11
1660.88,63,9,Affluent Customer,11
167.21,63,9,Affluent Customer,11
152.55,57,50,Mass Customer,9
908.77,57,50,Mass Customer,9
450.77,57,50,Mass Customer,9
1010.02,57,50,Mass Customer,9
182.81,57,50,Mass Customer,9
512.33,57,50,Mass Customer,9
451.65,46,6,Mass Customer,10
448.68,46,6,Mass Customer,10
1295.43,46,6,Mass Customer,10
70.92,46,6,Mass Customer,10
512.33,46,6,Mass Customer,10
198.29,46,6,Mass Customer,10
139.23,46,6,Mass Customer,10
1134.8,46,6,Mass Customer,10
139.23,46,6,Mass Customer,10
1592.19,19,21,Affluent Customer,4
198.22,19,21,Affluent Customer,4
400.65,24,13,High Net Worth,4
75.14,24,13,High Net Worth,4
1630.25,24,13,High Net Worth,4
1010.02,24,13,High Net Worth,4
1055.82,24,13,High Net Worth,4
1230.3,24,13,High Net Worth,4
691.01,24,13,High Net Worth,4
90.1,24,13,High Net Worth,4
745.94,24,13,High Net Worth,4
1660.88,24,13,High Net Worth,4
114.93,24,13,High Net Worth,4
357.74,63,82,Mass Customer,9
903.11,63,82,Mass Customer,9
1028.76,63,82,Mass Customer,9
195.34,63,82,Mass Customer,9
227.26,63,82,Mass Customer,9
4.8,63,82,Mass Customer,9
90.1,46,37,High Net Worth,3
110.56,46,37,High Net Worth,3
709.34,46,37,High Net Worth,3
1230.3,46,37,High Net Worth,3
450.77,46,37,High Net Worth,3
1069.55,46,37,High Net Worth,3
182.81,46,37,High Net Worth,3
45.96,46,37,High Net Worth,3
209.84,25,12,High Net Worth,10
1592.19,25,12,High Net Worth,10
167.21,25,12,High Net Worth,10
182.81,25,12,High Net Worth,10
573.45,25,12,High Net Worth,10
133.78,41,63,High Net Worth,11
195.34,41,63,High Net Worth,11
144.26,41,63,High Net Worth,11
133.78,41,63,High Net Worth,11
709.34,41,63,High Net Worth,11
217.51,41,63,High Net Worth,11
921.46,41,63,High Net Worth,11
64.51,41,63,High Net Worth,11
1344.33,27,37,High Net Worth,8
90.1,27,37,High Net Worth,8
155.65,27,37,High Net Worth,8
573.45,27,37,High Net Worth,8
15.08,27,37,High Net Worth,8
195.34,56,9,Mass Customer,8
75.75,56,9,Mass Customer,8
198.22,56,9,Mass Customer,8
583.27,56,9,Mass Customer,8
573.45,56,9,Mass Customer,8
198.29,56,9,Mass Customer,8
531.96,56,9,Mass Customer,8
827.16,66,79,High Net Worth,8
509.97,66,79,High Net Worth,8
1279.4,66,79,High Net Worth,8
434.14,66,79,High Net Worth,8
144.26,66,79,High Net Worth,8
1344.33,66,79,High Net Worth,8
14.23,40,14,Mass Customer,8
1103.43,40,14,Mass Customer,8
737.57,40,14,Mass Customer,8
1069.55,40,14,Mass Customer,8
812.44,40,14,Mass Customer,8
128.46,40,14,Mass Customer,8
797.61,42,89,Mass Customer,11
737.57,42,89,Mass Customer,11
509.97,37,13,Affluent Customer,7
1544.61,37,13,Affluent Customer,7
189.28,37,13,Affluent Customer,7
1544.61,37,13,Affluent Customer,7
434.14,37,13,Affluent Customer,7
182.81,37,13,Affluent Customer,7
110.81,37,13,Affluent Customer,7
41.13,53,2,Affluent Customer,12
745.94,53,2,Affluent Customer,12
209.84,53,2,Affluent Customer,12
771.12,53,2,Affluent Customer,12
1230.3,53,2,Affluent Customer,12
693.76,53,2,Affluent Customer,12
1531.93,43,84,Affluent Customer,9
75.48,43,84,Affluent Customer,9
128.46,43,84,Affluent Customer,9
400.65,43,96,Mass Customer,7
817.36,43,96,Mass Customer,7
57.73,47,99,Mass Customer,9
693.76,47,99,Mass Customer,9
133.38,47,99,Mass Customer,9
1617.3,47,99,Mass Customer,9
1806.79,47,99,Mass Customer,9
43.97,34,59,High Net Worth,7
1806.79,34,59,High Net Worth,7
143.36,34,59,High Net Worth,7
434.14,34,59,High Net Worth,7
1592.19,34,59,High Net Worth,7
448.68,54,30,High Net Worth,10
72.6,54,30,High Net Worth,10
90.1,54,30,High Net Worth,10
797.61,54,30,High Net Worth,10
509.97,54,30,High Net Worth,10
139.23,66,74,High Net Worth,11
35.13,66,74,High Net Worth,11
812.44,66,74,High Net Worth,11
133.78,66,74,High Net Worth,11
691.01,66,74,High Net Worth,11
1531.93,66,74,High Net Worth,11
691.01,66,74,High Net Worth,11
691.01,66,74,High Net Worth,11
152.55,66,74,High Net Worth,11
903.11,66,74,High Net Worth,11
45.96,66,74,High Net Worth,11
921.46,25,48,Mass Customer,10
1230.3,25,48,Mass Customer,10
209.84,25,48,Mass Customer,10
167.21,25,48,Mass Customer,10
15.08,33,94,Mass Customer,9
75.48,33,94,Mass Customer,9
1806.79,33,94,Mass Customer,9
15.08,33,94,Mass Customer,9
745.94,33,94,Mass Customer,9
693.76,33,94,Mass Customer,9
227.26,34,34,Mass Customer,10
143.36,34,34,Mass Customer,10
198.29,34,34,Mass Customer,10
583.27,34,34,Mass Customer,10
872.89,34,34,Mass Customer,10
209.84,34,34,Mass Customer,10
1279.4,51,71,High Net Worth,10
1010.02,51,71,High Net Worth,10
57.73,51,71,High Net Worth,10
573.45,51,71,High Net Worth,10
448.68,51,71,High Net Worth,10
1279.4,51,71,High Net Worth,10
14.23,51,71,High Net Worth,10
583.27,51,71,High Net Worth,10
217.51,51,71,High Net Worth,10
872.89,51,71,High Net Worth,10
135.85,44,30,Mass Customer,8
771.12,44,30,Mass Customer,8
1028.76,44,30,Mass Customer,8
1630.25,44,30,Mass Customer,8
133.38,44,30,Mass Customer,8
209.84,44,30,Mass Customer,8
143.36,44,30,Mass Customer,8
114.93,44,30,Mass Customer,8
133.38,44,30,Mass Customer,8
75.14,44,30,Mass Customer,8
309.81,44,30,Mass Customer,8
199.1,66,79,Affluent Customer,2
1592.19,66,79,Affluent Customer,2
509.97,66,79,Affluent Customer,2
133.38,66,79,Affluent Customer,2
135.85,46,18,High Net Worth,11
448.68,46,18,High Net Worth,11
797.61,46,18,High Net Worth,11
1295.43,46,18,High Net Worth,11
64.93,46,18,High Net Worth,11
817.36,46,18,High Net Worth,11
91.15,46,18,High Net Worth,11
91.15,46,18,High Net Worth,11
771.12,36,54,Mass Customer,8
691.01,36,54,Mass Customer,8
64.93,36,54,Mass Customer,8
471.6,36,54,Mass Customer,8
1230.3,36,54,Mass Customer,8
1010.02,28,62,Affluent Customer,3
921.46,28,62,Affluent Customer,3
617.67,28,62,Affluent Customer,3
691.01,28,62,Affluent Customer,3
1806.79,28,62,Affluent Customer,3
309.81,28,62,Affluent Customer,3
152.55,28,62,Affluent Customer,3
830.24,28,62,Affluent Customer,3
199.1,28,62,Affluent Customer,3
114.93,31,49,High Net Worth,9
1055.82,31,49,High Net Worth,9
129.01,31,49,High Net Worth,9
547.28,31,49,High Net Worth,9
445.21,31,49,High Net Worth,9
45.96,31,49,High Net Worth,9
641.64,33,94,Mass Customer,7
72.6,33,94,Mass Customer,7
531.96,33,94,Mass Customer,7
771.12,33,94,Mass Customer,7
456.45,28,17,Affluent Customer,9
709.34,28,17,Affluent Customer,9
1134.8,28,17,Affluent Customer,9
70.92,28,17,Affluent Customer,9
70.92,28,17,Affluent Customer,9
195.34,28,17,Affluent Customer,9
139.23,28,17,Affluent Customer,9
921.46,44,94,High Net Worth,8
573.45,44,94,High Net Worth,8
15.08,44,94,High Net Worth,8
451.65,44,94,High Net Worth,8
357.74,44,94,High Net Worth,8
802.26,44,94,High Net Worth,8
573.45,46,57,Affluent Customer,6
1702.55,46,57,Affluent Customer,6
693.76,46,57,Affluent Customer,6
872.89,46,57,Affluent Customer,6
827.16,19,6,Affluent Customer,1
167.21,19,6,Affluent Customer,1
1028.76,19,6,Affluent Customer,1
139.23,19,6,Affluent Customer,1
70.92,19,6,Affluent Customer,1
812.44,29,63,High Net Worth,5
155.65,29,63,High Net Worth,5
199.1,29,63,High Net Worth,5
4.8,29,63,High Net Worth,5
195.34,29,63,High Net Worth,5
135.85,29,63,High Net Worth,5
90.1,29,63,High Net Worth,5
834.94,29,63,High Net Worth,5
745.94,29,63,High Net Worth,5
155.65,37,62,High Net Worth,4
199.1,37,62,High Net Worth,4
1806.79,37,62,High Net Worth,4
201.35,37,62,High Net Worth,4
43.97,37,62,High Net Worth,4
1702.55,37,62,High Net Worth,4
1055.82,37,62,High Net Worth,4
129.01,42,76,Affluent Customer,10
144.26,42,76,Affluent Customer,10
133.38,42,76,Affluent Customer,10
709.34,42,76,Affluent Customer,10
227.26,42,76,Affluent Customer,10
195.34,42,76,Affluent Customer,10
1702.55,42,76,Affluent Customer,10
64.51,28,65,High Net Worth,11
64.93,28,65,High Net Worth,11
143.36,28,65,High Net Worth,11
145.94,28,65,High Net Worth,11
64.51,28,65,High Net Worth,11
448.68,28,65,High Net Worth,11
25.02,28,65,High Net Worth,11
374.09,28,65,High Net Worth,11
1028.76,28,65,High Net Worth,11
1630.25,32,53,Mass Customer,10
448.68,32,53,Mass Customer,10
145.94,32,53,Mass Customer,10
357.74,32,53,Mass Customer,10
1055.82,32,53,Mass Customer,10
512.33,32,53,Mass Customer,10
182.81,32,53,Mass Customer,10
374.09,43,88,Affluent Customer,8
25.02,43,88,Affluent Customer,8
